siren,raison_sociale,secteur_naf,secteur_libelle,effectif_estime,effectif_min,effectif_max,obligation_beges,beges_publie,beges_valide,beges_decret_2022_compliant,contact_telephone,contact_email,contact_linkedin,statut
100004088,Entreprise 04088 SAS,M,Activités spé. scientifiques/techniques,53,50,99,False,False,,,False,False,True,sourced
100004089,Entreprise 04089 SAS,K,Activités financières et assurance,9,6,9,False,False,,,False,True,True,contacted
100004090,Entreprise 04090 SAS,Q,Santé humaine et action sociale,1196,1000,1999,True,False,,,False,False,True,contacted
100004091,Entreprise 04091 SAS,S,Autres services,9,6,9,False,False,,,False,False,True,sourced
100004092,Entreprise 04092 SAS,H,Transports et entreposage,7,6,9,False,False,,,False,True,True,qualified
100004093,Entreprise 04093 SAS,F,Construction,845,500,999,True,False,,,False,True,True,contacted
100004094,Entreprise 04094 SAS,C,Industrie manufacturière,2702,2000,4999,True,True,True,True,True,True,True,qualified
100004095,Entreprise 04095 SAS,F,Construction,1,1,2,False,False,,,True,False,True,sourced
100004096,Entreprise 04096 SAS,M,Activités spé. scientifiques/techniques,2,1,2,False,False,,,False,False,True,sourced
100004097,Entreprise 04097 SAS,F,Construction,11,10,19,False,False,,,True,False,True,sourced
100004098,Entreprise 04098 SAS,J,Information et communication,18,10,19,False,False,,,True,False,True,sourced
100004099,Entreprise 04099 SAS,F,Construction,1,1,2,False,False,,,False,True,True,sourced
100004100,Entreprise 04100 SAS,S,Autres services,8,6,9,False,False,,,False,False,True,sourced
100004101,Entreprise 04101 SAS,G,"Commerce, réparation auto",50,50,99,False,False,,,False,True,True,contacted
100004102,Entreprise 04102 SAS,F,Construction,2,1,2,False,False,,,False,False,False,sourced
100004103,Entreprise 04103 SAS,G,"Commerce, réparation auto",97,50,99,False,False,,,False,False,True,sourced
100004104,Entreprise 04104 SAS,F,Construction,577,500,999,True,True,True,False,False,True,True,sourced
100004105,Entreprise 04105 SAS,M,Activités spé. scientifiques/techniques,17,10,19,False,False,,,False,True,True,sourced
100004106,Entreprise 04106 SAS,G,"Commerce, réparation auto",5,3,5,False,False,,,False,True,True,sourced
100004107,Entreprise 04107 SAS,C,Industrie manufacturière,14,10,19,False,False,,,True,False,True,sourced
100004108,Entreprise 04108 SAS,I,Hébergement et restauration,12,10,19,False,False,,,False,True,True,sourced
100004109,Entreprise 04109 SAS,Q,Santé humaine et action sociale,234,200,249,False,False,,,True,True,True,rejected
100004110,Entreprise 04110 SAS,S,Autres services,4,3,5,False,False,,,False,True,True,sourced
100004111,Entreprise 04111 SAS,F,Construction,136,100,199,False,False,,,True,True,True,sourced
100004112,Entreprise 04112 SAS,F,Construction,2,1,2,False,False,,,False,True,False,sourced
100004113,Entreprise 04113 SAS,J,Information et communication,1,1,2,False,False,,,False,True,False,sourced
100004114,Entreprise 04114 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,True,True,False,sourced
100004115,Entreprise 04115 SAS,I,Hébergement et restauration,324,250,499,False,False,,,True,False,True,sourced
100004116,Entreprise 04116 SAS,S,Autres services,3,3,5,False,False,,,True,True,True,qualified
100004117,Entreprise 04117 SAS,H,Transports et entreposage,39,20,49,False,False,,,False,False,True,contacted
100004118,Entreprise 04118 SAS,N,Services administratifs et soutien,56,50,99,False,False,,,False,False,True,sourced
100004119,Entreprise 04119 SAS,J,Information et communication,4,3,5,False,False,,,True,False,False,sourced
100004120,Entreprise 04120 SAS,G,"Commerce, réparation auto",26,20,49,False,False,,,False,False,False,sourced
100004121,Entreprise 04121 SAS,I,Hébergement et restauration,58,50,99,False,False,,,False,False,True,contacted
100004122,Entreprise 04122 SAS,C,Industrie manufacturière,1,1,2,False,False,,,False,False,True,sourced
100004123,Entreprise 04123 SAS,F,Construction,2,1,2,False,False,,,False,False,False,sourced
100004124,Entreprise 04124 SAS,N,Services administratifs et soutien,2,1,2,False,False,,,False,False,False,sourced
100004125,Entreprise 04125 SAS,H,Transports et entreposage,23,20,49,False,False,,,True,False,True,sourced
100004126,Entreprise 04126 SAS,C,Industrie manufacturière,1534,1000,1999,True,True,True,False,False,False,False,sourced
100004127,Entreprise 04127 SAS,I,Hébergement et restauration,16,10,19,False,False,,,True,False,False,sourced
100004128,Entreprise 04128 SAS,G,"Commerce, réparation auto",51,50,99,False,False,,,False,True,False,sourced
100004129,Entreprise 04129 SAS,N,Services administratifs et soutien,143,100,199,False,False,,,True,False,False,sourced
100004130,Entreprise 04130 SAS,I,Hébergement et restauration,7,6,9,False,False,,,False,True,True,sourced
100004131,Entreprise 04131 SAS,G,"Commerce, réparation auto",3,3,5,False,False,,,False,True,False,sourced
100004132,Entreprise 04132 SAS,F,Construction,1,1,2,False,False,,,False,False,True,sourced
100004133,Entreprise 04133 SAS,F,Construction,10,10,19,False,False,,,False,True,False,sourced
100004134,Entreprise 04134 SAS,C,Industrie manufacturière,109,100,199,False,False,,,False,True,False,sourced
100004135,Entreprise 04135 SAS,M,Activités spé. scientifiques/techniques,25,20,49,False,False,,,False,True,True,qualified
100004136,Entreprise 04136 SAS,S,Autres services,7,6,9,False,False,,,True,True,False,contacted
100004137,Entreprise 04137 SAS,I,Hébergement et restauration,22,20,49,False,False,,,True,False,False,sourced
100004138,Entreprise 04138 SAS,G,"Commerce, réparation auto",25,20,49,False,False,,,False,True,False,sourced
100004139,Entreprise 04139 SAS,M,Activités spé. scientifiques/techniques,15,10,19,False,False,,,True,False,True,sourced
100004140,Entreprise 04140 SAS,G,"Commerce, réparation auto",8,6,9,False,False,,,False,False,True,sourced
100004141,Entreprise 04141 SAS,M,Activités spé. scientifiques/techniques,1608,1000,1999,True,False,,,False,True,True,sourced
100004142,Entreprise 04142 SAS,M,Activités spé. scientifiques/techniques,1066,1000,1999,True,False,,,False,False,True,contacted
100004143,Entreprise 04143 SAS,K,Activités financières et assurance,1,1,2,False,False,,,False,True,True,sourced
100004144,Entreprise 04144 SAS,S,Autres services,260,250,499,False,False,,,False,True,False,sourced
100004145,Entreprise 04145 SAS,C,Industrie manufacturière,1,1,2,False,False,,,False,True,True,sourced
100004146,Entreprise 04146 SAS,F,Construction,4,3,5,False,False,,,False,False,True,sourced
100004147,Entreprise 04147 SAS,F,Construction,13,10,19,False,False,,,True,False,True,sourced
100004148,Entreprise 04148 SAS,F,Construction,41,20,49,False,False,,,False,True,True,contacted
100004149,Entreprise 04149 SAS,H,Transports et entreposage,19,10,19,False,False,,,False,False,False,qualified
100004150,Entreprise 04150 SAS,C,Industrie manufacturière,604,500,999,True,False,,,False,False,True,sourced
100004151,Entreprise 04151 SAS,C,Industrie manufacturière,96,50,99,False,False,,,True,True,True,qualified
100004152,Entreprise 04152 SAS,M,Activités spé. scientifiques/techniques,3,3,5,False,False,,,False,True,True,sourced
100004153,Entreprise 04153 SAS,F,Construction,1005,1000,1999,True,True,True,True,False,True,True,sourced
100004154,Entreprise 04154 SAS,N,Services administratifs et soutien,1,1,2,False,False,,,False,True,True,sourced
100004155,Entreprise 04155 SAS,S,Autres services,417,250,499,False,False,,,True,False,True,sourced
100004156,Entreprise 04156 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,False,False,True,sourced
100004157,Entreprise 04157 SAS,G,"Commerce, réparation auto",4,3,5,False,False,,,False,True,True,sourced
100004158,Entreprise 04158 SAS,C,Industrie manufacturière,1100,1000,1999,True,True,True,True,False,False,True,sourced
100004159,Entreprise 04159 SAS,G,"Commerce, réparation auto",5370,5000,9999,True,True,True,True,False,False,True,sourced
100004160,Entreprise 04160 SAS,M,Activités spé. scientifiques/techniques,148,100,199,False,False,,,False,True,True,sourced
100004161,Entreprise 04161 SAS,I,Hébergement et restauration,6,6,9,False,False,,,True,False,False,sourced
100004162,Entreprise 04162 SAS,M,Activités spé. scientifiques/techniques,8,6,9,False,False,,,True,False,False,sourced
100004163,Entreprise 04163 SAS,Q,Santé humaine et action sociale,5,3,5,False,False,,,False,False,False,contacted
100004164,Entreprise 04164 SAS,G,"Commerce, réparation auto",437,250,499,False,False,,,False,True,True,sourced
100004165,Entreprise 04165 SAS,G,"Commerce, réparation auto",312,250,499,False,False,,,True,True,False,qualified
100004166,Entreprise 04166 SAS,M,Activités spé. scientifiques/techniques,1,1,2,False,False,,,False,True,True,qualified
100004167,Entreprise 04167 SAS,I,Hébergement et restauration,22,20,49,False,False,,,False,True,False,sourced
100004168,Entreprise 04168 SAS,Q,Santé humaine et action sociale,11,10,19,False,False,,,False,True,True,sourced
100004169,Entreprise 04169 SAS,N,Services administratifs et soutien,2,1,2,False,False,,,False,False,True,sourced
100004170,Entreprise 04170 SAS,Q,Santé humaine et action sociale,21,20,49,False,False,,,True,True,False,sourced
100004171,Entreprise 04171 SAS,G,"Commerce, réparation auto",37,20,49,False,False,,,False,False,False,sourced
100004172,Entreprise 04172 SAS,N,Services administratifs et soutien,46,20,49,False,False,,,False,True,True,sourced
100004173,Entreprise 04173 SAS,G,"Commerce, réparation auto",537,500,999,True,False,,,False,True,False,sourced
100004174,Entreprise 04174 SAS,S,Autres services,3,3,5,False,False,,,False,True,False,sourced
100004175,Entreprise 04175 SAS,I,Hébergement et restauration,21,20,49,False,False,,,False,False,False,qualified
100004176,Entreprise 04176 SAS,K,Activités financières et assurance,608,500,999,True,True,False,,False,True,False,sourced
100004177,Entreprise 04177 SAS,M,Activités spé. scientifiques/techniques,123,100,199,False,False,,,True,True,False,qualified
100004178,Entreprise 04178 SAS,I,Hébergement et restauration,4,3,5,False,False,,,True,True,True,sourced
100004179,Entreprise 04179 SAS,M,Activités spé. scientifiques/techniques,113,100,199,False,False,,,False,False,False,sourced
100004180,Entreprise 04180 SAS,K,Activités financières et assurance,1482,1000,1999,True,False,,,False,False,True,sourced
100004181,Entreprise 04181 SAS,F,Construction,13,10,19,False,False,,,True,False,True,rejected
100004182,Entreprise 04182 SAS,G,"Commerce, réparation auto",308,250,499,False,False,,,True,False,True,sourced
100004183,Entreprise 04183 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,False,True,True,contacted
100004184,Entreprise 04184 SAS,G,"Commerce, réparation auto",21,20,49,False,False,,,True,False,True,sourced
100004185,Entreprise 04185 SAS,I,Hébergement et restauration,266,250,499,False,False,,,True,True,True,sourced
100004186,Entreprise 04186 SAS,G,"Commerce, réparation auto",73,50,99,False,False,,,False,True,True,sourced
100004187,Entreprise 04187 SAS,M,Activités spé. scientifiques/techniques,709,500,999,True,False,,,False,True,True,sourced
100004188,Entreprise 04188 SAS,K,Activités financières et assurance,77,50,99,False,False,,,True,True,True,sourced
100004189,Entreprise 04189 SAS,G,"Commerce, réparation auto",87,50,99,False,False,,,True,False,True,qualified
100004190,Entreprise 04190 SAS,F,Construction,91,50,99,False,False,,,False,False,True,sourced
100004191,Entreprise 04191 SAS,S,Autres services,1557,1000,1999,True,True,True,True,False,False,True,sourced
100004192,Entreprise 04192 SAS,N,Services administratifs et soutien,5,3,5,False,False,,,False,False,False,sourced
100004193,Entreprise 04193 SAS,S,Autres services,98,50,99,False,False,,,False,False,False,sourced
100004194,Entreprise 04194 SAS,M,Activités spé. scientifiques/techniques,795,500,999,True,True,True,False,False,False,True,sourced
100004195,Entreprise 04195 SAS,I,Hébergement et restauration,317,250,499,False,False,,,False,True,False,sourced
100004196,Entreprise 04196 SAS,G,"Commerce, réparation auto",145,100,199,False,False,,,True,True,True,sourced
100004197,Entreprise 04197 SAS,S,Autres services,5,3,5,False,False,,,False,False,False,sourced
100004198,Entreprise 04198 SAS,Q,Santé humaine et action sociale,13,10,19,False,False,,,False,True,False,contacted
100004199,Entreprise 04199 SAS,F,Construction,612,500,999,True,False,,,False,True,True,sourced
100004200,Entreprise 04200 SAS,H,Transports et entreposage,94,50,99,False,False,,,True,True,True,qualified
100004201,Entreprise 04201 SAS,S,Autres services,59,50,99,False,False,,,False,False,False,sourced
100004202,Entreprise 04202 SAS,M,Activités spé. scientifiques/techniques,13,10,19,False,False,,,False,True,True,rejected
100004203,Entreprise 04203 SAS,G,"Commerce, réparation auto",6,6,9,False,False,,,True,True,True,rejected
100004204,Entreprise 04204 SAS,F,Construction,1833,1000,1999,True,True,True,True,False,True,True,sourced
100004205,Entreprise 04205 SAS,N,Services administratifs et soutien,18,10,19,False,False,,,False,True,True,sourced
100004206,Entreprise 04206 SAS,M,Activités spé. scientifiques/techniques,45,20,49,False,False,,,False,True,True,sourced
100004207,Entreprise 04207 SAS,J,Information et communication,246,200,249,False,False,,,False,False,True,sourced
100004208,Entreprise 04208 SAS,J,Information et communication,258,250,499,False,False,,,False,False,True,sourced
100004209,Entreprise 04209 SAS,I,Hébergement et restauration,29,20,49,False,False,,,False,False,True,qualified
100004210,Entreprise 04210 SAS,S,Autres services,17,10,19,False,False,,,True,False,False,sourced
100004211,Entreprise 04211 SAS,M,Activités spé. scientifiques/techniques,1200,1000,1999,True,True,True,False,False,False,False,qualified
100004212,Entreprise 04212 SAS,G,"Commerce, réparation auto",27,20,49,False,False,,,False,True,False,sourced
100004213,Entreprise 04213 SAS,G,"Commerce, réparation auto",3,3,5,False,False,,,False,True,True,sourced
100004214,Entreprise 04214 SAS,C,Industrie manufacturière,840,500,999,True,False,,,False,False,True,sourced
100004215,Entreprise 04215 SAS,I,Hébergement et restauration,314,250,499,False,False,,,True,False,True,sourced
100004216,Entreprise 04216 SAS,I,Hébergement et restauration,122,100,199,False,False,,,False,True,True,sourced
100004217,Entreprise 04217 SAS,I,Hébergement et restauration,2,1,2,False,False,,,False,True,True,sourced
100004218,Entreprise 04218 SAS,N,Services administratifs et soutien,2,1,2,False,False,,,False,True,False,contacted
100004219,Entreprise 04219 SAS,I,Hébergement et restauration,43,20,49,False,False,,,False,True,True,qualified
100004220,Entreprise 04220 SAS,G,"Commerce, réparation auto",9,6,9,False,False,,,False,False,True,sourced
100004221,Entreprise 04221 SAS,S,Autres services,41,20,49,False,False,,,False,False,False,sourced
100004222,Entreprise 04222 SAS,C,Industrie manufacturière,1,1,2,False,False,,,True,True,True,sourced
100004223,Entreprise 04223 SAS,C,Industrie manufacturière,1,1,2,False,False,,,False,True,False,sourced
100004224,Entreprise 04224 SAS,C,Industrie manufacturière,36,20,49,False,False,,,False,False,True,sourced
100004225,Entreprise 04225 SAS,N,Services administratifs et soutien,2,1,2,False,False,,,True,True,True,sourced
100004226,Entreprise 04226 SAS,F,Construction,1638,1000,1999,True,True,True,True,True,True,True,sourced
100004227,Entreprise 04227 SAS,F,Construction,16,10,19,False,False,,,False,False,True,qualified
100004228,Entreprise 04228 SAS,C,Industrie manufacturière,16,10,19,False,False,,,False,False,True,sourced
100004229,Entreprise 04229 SAS,F,Construction,17,10,19,False,False,,,False,True,False,sourced
100004230,Entreprise 04230 SAS,S,Autres services,572,500,999,True,True,True,True,False,False,False,sourced
100004231,Entreprise 04231 SAS,G,"Commerce, réparation auto",36,20,49,False,False,,,False,True,False,sourced
100004232,Entreprise 04232 SAS,M,Activités spé. scientifiques/techniques,1,1,2,False,False,,,False,False,True,sourced
100004233,Entreprise 04233 SAS,F,Construction,2326,2000,4999,True,True,False,,False,True,False,sourced
100004234,Entreprise 04234 SAS,S,Autres services,5,3,5,False,False,,,True,True,True,sourced
100004235,Entreprise 04235 SAS,F,Construction,74,50,99,False,False,,,False,True,True,sourced
100004236,Entreprise 04236 SAS,N,Services administratifs et soutien,311,250,499,False,False,,,False,False,True,sourced
100004237,Entreprise 04237 SAS,N,Services administratifs et soutien,279,250,499,False,False,,,False,True,False,sourced
100004238,Entreprise 04238 SAS,M,Activités spé. scientifiques/techniques,2,1,2,False,False,,,False,False,True,sourced
100004239,Entreprise 04239 SAS,Q,Santé humaine et action sociale,14,10,19,False,False,,,False,True,False,sourced
100004240,Entreprise 04240 SAS,C,Industrie manufacturière,955,500,999,True,True,False,,True,True,True,sourced
100004241,Entreprise 04241 SAS,C,Industrie manufacturière,5,3,5,False,False,,,False,False,True,sourced
100004242,Entreprise 04242 SAS,J,Information et communication,2,1,2,False,False,,,False,False,False,qualified
100004243,Entreprise 04243 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,True,True,True,sourced
100004244,Entreprise 04244 SAS,M,Activités spé. scientifiques/techniques,59,50,99,False,False,,,True,False,False,contacted
100004245,Entreprise 04245 SAS,G,"Commerce, réparation auto",804,500,999,True,True,True,False,False,True,False,sourced
100004246,Entreprise 04246 SAS,C,Industrie manufacturière,2,1,2,False,False,,,False,False,False,sourced
100004247,Entreprise 04247 SAS,I,Hébergement et restauration,1124,1000,1999,True,False,,,False,True,False,sourced
100004248,Entreprise 04248 SAS,C,Industrie manufacturière,52,50,99,False,False,,,False,False,False,qualified
100004249,Entreprise 04249 SAS,C,Industrie manufacturière,59,50,99,False,False,,,False,True,True,sourced
100004250,Entreprise 04250 SAS,S,Autres services,18,10,19,False,False,,,False,True,False,qualified
100004251,Entreprise 04251 SAS,I,Hébergement et restauration,5,3,5,False,False,,,False,False,True,sourced
100004252,Entreprise 04252 SAS,F,Construction,326,250,499,False,False,,,False,False,True,sourced
100004253,Entreprise 04253 SAS,F,Construction,119,100,199,False,False,,,False,True,True,sourced
100004254,Entreprise 04254 SAS,S,Autres services,768,500,999,True,True,True,True,False,True,False,qualified
100004255,Entreprise 04255 SAS,G,"Commerce, réparation auto",759,500,999,True,True,True,True,True,False,True,sourced
100004256,Entreprise 04256 SAS,Q,Santé humaine et action sociale,12,10,19,False,False,,,False,True,True,sourced
100004257,Entreprise 04257 SAS,S,Autres services,3,3,5,False,False,,,True,True,True,sourced
100004258,Entreprise 04258 SAS,G,"Commerce, réparation auto",1817,1000,1999,True,True,False,,True,True,True,sourced
100004259,Entreprise 04259 SAS,Q,Santé humaine et action sociale,1,1,2,False,False,,,False,True,False,sourced
100004260,Entreprise 04260 SAS,S,Autres services,40,20,49,False,False,,,False,False,True,sourced
100004261,Entreprise 04261 SAS,G,"Commerce, réparation auto",1309,1000,1999,True,True,True,True,False,False,False,sourced
100004262,Entreprise 04262 SAS,G,"Commerce, réparation auto",4,3,5,False,False,,,True,False,True,sourced
100004263,Entreprise 04263 SAS,N,Services administratifs et soutien,1,1,2,False,False,,,False,True,False,sourced
100004264,Entreprise 04264 SAS,M,Activités spé. scientifiques/techniques,43,20,49,False,False,,,False,True,True,sourced
100004265,Entreprise 04265 SAS,M,Activités spé. scientifiques/techniques,635,500,999,True,True,False,,True,False,True,sourced
100004266,Entreprise 04266 SAS,Q,Santé humaine et action sociale,22,20,49,False,False,,,False,True,True,sourced
100004267,Entreprise 04267 SAS,G,"Commerce, réparation auto",16,10,19,False,False,,,False,False,False,contacted
100004268,Entreprise 04268 SAS,G,"Commerce, réparation auto",315,250,499,False,False,,,True,True,False,sourced
100004269,Entreprise 04269 SAS,M,Activités spé. scientifiques/techniques,39,20,49,False,False,,,False,True,True,sourced
100004270,Entreprise 04270 SAS,M,Activités spé. scientifiques/techniques,9,6,9,False,False,,,False,False,True,sourced
100004271,Entreprise 04271 SAS,G,"Commerce, réparation auto",3,3,5,False,False,,,False,True,True,sourced
100004272,Entreprise 04272 SAS,M,Activités spé. scientifiques/techniques,365,250,499,False,False,,,True,True,True,sourced
100004273,Entreprise 04273 SAS,G,"Commerce, réparation auto",128,100,199,False,False,,,False,False,True,qualified
100004274,Entreprise 04274 SAS,M,Activités spé. scientifiques/techniques,63,50,99,False,False,,,False,True,True,sourced
100004275,Entreprise 04275 SAS,S,Autres services,289,250,499,False,False,,,False,True,False,sourced
100004276,Entreprise 04276 SAS,S,Autres services,1130,1000,1999,True,False,,,False,False,True,sourced
100004277,Entreprise 04277 SAS,C,Industrie manufacturière,1574,1000,1999,True,True,True,True,False,True,False,sourced
100004278,Entreprise 04278 SAS,H,Transports et entreposage,2,1,2,False,False,,,False,True,True,sourced
100004279,Entreprise 04279 SAS,F,Construction,524,500,999,True,False,,,True,False,True,sourced
100004280,Entreprise 04280 SAS,H,Transports et entreposage,2608,2000,4999,True,False,,,True,False,False,sourced
100004281,Entreprise 04281 SAS,F,Construction,17,10,19,False,False,,,False,True,True,sourced
100004282,Entreprise 04282 SAS,M,Activités spé. scientifiques/techniques,18,10,19,False,False,,,True,False,True,rejected
100004283,Entreprise 04283 SAS,F,Construction,85,50,99,False,False,,,True,True,True,sourced
100004284,Entreprise 04284 SAS,N,Services administratifs et soutien,17,10,19,False,False,,,False,False,False,sourced
100004285,Entreprise 04285 SAS,J,Information et communication,7,6,9,False,False,,,False,True,True,sourced
100004286,Entreprise 04286 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,True,False,True,sourced
100004287,Entreprise 04287 SAS,S,Autres services,561,500,999,True,True,False,,True,True,True,sourced
100004288,Entreprise 04288 SAS,M,Activités spé. scientifiques/techniques,272,250,499,False,False,,,True,True,True,qualified
100004289,Entreprise 04289 SAS,C,Industrie manufacturière,18,10,19,False,False,,,True,True,True,sourced
100004290,Entreprise 04290 SAS,M,Activités spé. scientifiques/techniques,4,3,5,False,False,,,False,False,True,contacted
100004291,Entreprise 04291 SAS,F,Construction,2,1,2,False,False,,,True,True,True,sourced
100004292,Entreprise 04292 SAS,Q,Santé humaine et action sociale,6,6,9,False,False,,,True,True,True,sourced
100004293,Entreprise 04293 SAS,M,Activités spé. scientifiques/techniques,4,3,5,False,False,,,False,True,True,sourced
100004294,Entreprise 04294 SAS,K,Activités financières et assurance,1,1,2,False,False,,,False,False,True,sourced
100004295,Entreprise 04295 SAS,M,Activités spé. scientifiques/techniques,26,20,49,False,False,,,False,False,False,sourced
100004296,Entreprise 04296 SAS,F,Construction,8,6,9,False,False,,,False,True,False,sourced
100004297,Entreprise 04297 SAS,F,Construction,130,100,199,False,False,,,False,True,False,sourced
100004298,Entreprise 04298 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,False,False,False,sourced
100004299,Entreprise 04299 SAS,C,Industrie manufacturière,11,10,19,False,False,,,False,False,True,sourced
100004300,Entreprise 04300 SAS,G,"Commerce, réparation auto",10,10,19,False,False,,,False,True,True,sourced
100004301,Entreprise 04301 SAS,G,"Commerce, réparation auto",369,250,499,False,False,,,False,True,False,sourced
100004302,Entreprise 04302 SAS,I,Hébergement et restauration,418,250,499,False,False,,,False,False,False,sourced
100004303,Entreprise 04303 SAS,C,Industrie manufacturière,4,3,5,False,False,,,False,False,True,sourced
100004304,Entreprise 04304 SAS,M,Activités spé. scientifiques/techniques,13,10,19,False,False,,,False,True,False,sourced
100004305,Entreprise 04305 SAS,G,"Commerce, réparation auto",17,10,19,False,False,,,False,False,False,sourced
100004306,Entreprise 04306 SAS,M,Activités spé. scientifiques/techniques,2199,2000,4999,True,True,True,False,False,False,True,sourced
100004307,Entreprise 04307 SAS,K,Activités financières et assurance,9,6,9,False,False,,,False,False,True,sourced
100004308,Entreprise 04308 SAS,N,Services administratifs et soutien,197,100,199,False,False,,,False,False,False,sourced
100004309,Entreprise 04309 SAS,M,Activités spé. scientifiques/techniques,6,6,9,False,False,,,True,True,False,sourced
100004310,Entreprise 04310 SAS,F,Construction,538,500,999,True,False,,,False,True,True,sourced
100004311,Entreprise 04311 SAS,C,Industrie manufacturière,6,6,9,False,False,,,True,False,True,contacted
100004312,Entreprise 04312 SAS,G,"Commerce, réparation auto",172,100,199,False,False,,,False,False,True,sourced
100004313,Entreprise 04313 SAS,I,Hébergement et restauration,5,3,5,False,False,,,False,True,True,sourced
100004314,Entreprise 04314 SAS,G,"Commerce, réparation auto",23,20,49,False,False,,,False,False,True,sourced
100004315,Entreprise 04315 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,False,False,False,sourced
100004316,Entreprise 04316 SAS,G,"Commerce, réparation auto",259,250,499,False,False,,,False,False,True,sourced
100004317,Entreprise 04317 SAS,G,"Commerce, réparation auto",2,1,2,False,False,,,False,False,False,sourced
100004318,Entreprise 04318 SAS,F,Construction,10,10,19,False,False,,,False,True,True,sourced
100004319,Entreprise 04319 SAS,S,Autres services,74,50,99,False,False,,,False,False,True,sourced
100004320,Entreprise 04320 SAS,G,"Commerce, réparation auto",8,6,9,False,False,,,True,True,True,rejected
100004321,Entreprise 04321 SAS,C,Industrie manufacturière,11,10,19,False,False,,,False,False,True,sourced
100004322,Entreprise 04322 SAS,N,Services administratifs et soutien,39,20,49,False,False,,,False,True,False,sourced
100004323,Entreprise 04323 SAS,M,Activités spé. scientifiques/techniques,20,20,49,False,False,,,False,False,False,sourced
100004324,Entreprise 04324 SAS,G,"Commerce, réparation auto",4,3,5,False,False,,,False,True,True,sourced
100004325,Entreprise 04325 SAS,F,Construction,11,10,19,False,False,,,False,False,True,sourced
100004326,Entreprise 04326 SAS,F,Construction,794,500,999,True,True,True,True,True,True,False,sourced
100004327,Entreprise 04327 SAS,H,Transports et entreposage,909,500,999,True,False,,,False,False,False,sourced
100004328,Entreprise 04328 SAS,C,Industrie manufacturière,634,500,999,True,False,,,False,True,False,sourced
100004329,Entreprise 04329 SAS,F,Construction,2,1,2,False,False,,,False,True,True,sourced
100004330,Entreprise 04330 SAS,G,"Commerce, réparation auto",24,20,49,False,False,,,False,True,False,sourced
100004331,Entreprise 04331 SAS,S,Autres services,4,3,5,False,False,,,True,False,True,sourced
100004332,Entreprise 04332 SAS,F,Construction,4,3,5,False,False,,,False,False,False,sourced
100004333,Entreprise 04333 SAS,M,Activités spé. scientifiques/techniques,37,20,49,False,False,,,True,True,True,sourced
100004334,Entreprise 04334 SAS,G,"Commerce, réparation auto",49,20,49,False,False,,,False,False,False,sourced
100004335,Entreprise 04335 SAS,G,"Commerce, réparation auto",84,50,99,False,False,,,True,True,False,sourced
100004336,Entreprise 04336 SAS,K,Activités financières et assurance,297,250,499,False,False,,,False,True,True,sourced
100004337,Entreprise 04337 SAS,F,Construction,14,10,19,False,False,,,False,False,False,sourced
100004338,Entreprise 04338 SAS,N,Services administratifs et soutien,5,3,5,False,False,,,False,False,True,qualified
100004339,Entreprise 04339 SAS,N,Services administratifs et soutien,334,250,499,False,False,,,False,True,True,sourced
100004340,Entreprise 04340 SAS,I,Hébergement et restauration,335,250,499,False,False,,,False,True,True,sourced
100004341,Entreprise 04341 SAS,G,"Commerce, réparation auto",221,200,249,False,False,,,False,False,True,sourced
100004342,Entreprise 04342 SAS,F,Construction,1446,1000,1999,True,False,,,False,True,False,sourced
100004343,Entreprise 04343 SAS,J,Information et communication,454,250,499,False,False,,,False,True,True,contacted
100004344,Entreprise 04344 SAS,M,Activités spé. scientifiques/techniques,42,20,49,False,False,,,True,True,True,sourced
100004345,Entreprise 04345 SAS,K,Activités financières et assurance,52,50,99,False,False,,,False,False,True,sourced
100004346,Entreprise 04346 SAS,M,Activités spé. scientifiques/techniques,8,6,9,False,False,,,True,False,True,sourced
100004347,Entreprise 04347 SAS,F,Construction,58,50,99,False,False,,,True,True,False,sourced
100004348,Entreprise 04348 SAS,I,Hébergement et restauration,370,250,499,False,False,,,False,False,False,contacted
100004349,Entreprise 04349 SAS,G,"Commerce, réparation auto",11,10,19,False,False,,,False,True,True,sourced
100004350,Entreprise 04350 SAS,F,Construction,801,500,999,True,False,,,False,True,True,sourced
100004351,Entreprise 04351 SAS,F,Construction,4,3,5,False,False,,,False,True,True,sourced
100004352,Entreprise 04352 SAS,I,Hébergement et restauration,1244,1000,1999,True,True,False,,False,False,False,sourced
100004353,Entreprise 04353 SAS,M,Activités spé. scientifiques/techniques,129,100,199,False,False,,,True,True,True,contacted
100004354,Entreprise 04354 SAS,G,"Commerce, réparation auto",22,20,49,False,False,,,True,True,False,sourced
100004355,Entreprise 04355 SAS,M,Activités spé. scientifiques/techniques,258,250,499,False,False,,,True,True,True,sourced
100004356,Entreprise 04356 SAS,M,Activités spé. scientifiques/techniques,3,3,5,False,False,,,True,False,True,sourced
100004357,Entreprise 04357 SAS,C,Industrie manufacturière,31,20,49,False,False,,,False,False,True,sourced
